,Komentar,Label
210,Jebakan betmen buat ngilangin jejak PCR.. 🤣🤣,negatif
211,"Haikal kalau urusan selangkangan pasti kenceng kyk junjungannya,",negatif
212,Sudah menjadi watak...kalo otak cebong memang susah dan tidak bisa memilah mana yang benar mana salah .. sudah ngomongnya blepotan ... meindungi perempuan HANYA KEDOK saja..bong..bong..makanya sekoilah yang benar !,negatif
213,PADAHAL UDAH JELAS PERATURAN INI BUAT NANGGULANGIN KORBAN PELECEHAN DI KAMPUS UDAH BEDA KONTEKS ZINA AMA SEKS BEBAS JELAS JELAS KALU ZINA UDAH DI ATUR DI KUHP TENTANG PERZINAAN,positif
214,"veni siregar terlalu pinter sih makanya dia mutar muter gak tau arah kayak orang kebelinger  tersesat dihutan terus tanya jalan sama orang utan atau binatang lain yg  dijumpainya, malah dapat jawabnya sama dari binatang itu, apakah jawaban binatang itu????
Kalo ada yg tau komen ya",negatif
215,"Muak melihat salah satu nara sumber nya haikal hasan.
Ogah nonton.",negatif
216,"Jadi pengen ketawa ...... Sekelas Menteri  pemahamannya pada dangkal.
Ini tandanya Indonesia lagi dijajah oleh negara yg baru dibentuk pada tahun 2015 sekarang baru berjalan 7 tahun sampai sekarang, negara itu bernaman  Negara RUWETNESIA 🏁🏴‍☠️",negatif
217,"Kayaknya bak Veni  dipikirnya cuma adanya nasi Padang dicampur coklat d strobery x,  rasanya gimana ya..... itu, jadi gak kebayang rasanya ancur2an",negatif
218,Dengan dalih melindungi kekerasan sexsual tapi pasal 5 dg persetujuan korban tidak bisa dipidana. Logika orang idiot ini mah pasti sekolahnya lulusan SLB ya,negatif
219,"Yg pny otoritas dlm hal  melegalkan ini brti otaknya cabul,kemakan omongan sndri selama ini teriak2 cabul.. 🤣🤣🤣🤣",negatif
220,Nmnya aja siregar krinten vz islam. Konsep kristen dn islam..,negatif
221,Ya Allah hancurkan lah langsung orang2 yg membela kemaksiatan,negatif
222,Setuju karena mendapatkan intimidasi gimana?,negatif
223,Sampean aja mbk sini digilir,negatif
224,Ada mahasiswa demi mendapatkan nilai rela menjual kehormatanx. Inilah juga yg harus di cegah. Makax permen itu harus di revisi,positif
225,"Gimana ini,,, jadi pusing bung",negatif
226,Peraturan Kacau,negatif
227,Konteks persetujuan nya aja tinggal di rubah,positif
228,"Itu wanita 2 yg gak berjilbab kok ngotot banget, dia belajar bahasa indonesia dimana?, bener babeh haikal tu permen 30 harus direvisi.",negatif
229,"Veni ini pura² buta/tuli apa bener² buta/tuli? Lu cek deh berapa persen mahasiswi/siswi di seluruh indonesia (terutama dikota besar) yg kemaluannya masih tersegel?

Hukum tdk bisa menjamah perasaan seseorang ( dia memang benar² ikhlas dijamah laki² ato karna terpaksa ) ,,, hukum hanya bisa menjamah dhohirnya saja ( apa yg terlihat )... Jadi ga usah ngeyel jika didalam permen tsb tdk dilarang ya berarti tdk dilarang, gausah ngeles kesana kemari.",negatif
230,Yg mendukung peraturan ini pasti dia anak cucu PKI ygai menghancurkan moral bangsa ini,negatif
231,"Coba di fikirkan.
Bagaimana perasaan anda.yg membuat peraturan ini.
Apa bila istri atau anak anda .di perlakukan.pelecehan sexual.
Coba sebelum anda membuat peraturan.tsb.koreksi diri sendiri.",negatif
232,BILA NADIM BERADAP AKAN MEREVISI,negatif
233,ada untung besar di lobang hidung dan lobang pantat lumayan buat bayar hutang😂,negatif
234,"Kita gawat daruat dikampus karenahukum tidak jalan, kalau Nadim makarim tidak mampu silakan mundur berikan kepada orang yang dianggap mampu ""sekali lagi kita ingatkan kampus adalah untuk memanusiakan manusia bukan untuk beternak pelacur.",negatif
235,hukum mati slesai. lama amat,negatif
236,"Udh lah ganti aja menterinya sekolah pendidikan makin amburadul jaman skrg ,",negatif
237,"Permendikbudristekdikti 30/2021 jelas ada pasal yang membolehkan zina, maka harus direvisi pasal tersebut karena bertentangan dengan Pancasila sila 1 yaitu Ketuhanan Yang Maha Esa. Tujuan baik jangan melawan syari'at.",negatif
238,"Bagus pak nadiem, dgn peraturan ini gak ada lagi dosen cabul yg berani megang tangan atau pundak mahasiswinya TANPA IZIN, 
ga ada lagi dosen genit yg manggil mahasiswinya sayang atau i love you TANPA IZIN MAHASISWINYA,  

Karena kalau tdk dgn kata TANPA IZIN, dosen cabul itu akan berdalih hanya memegang tangan saja,hanya bergurau, hanya memfoto, dan ga akan bisa dipidana. 
Tapi dgn permen ini dosen cabul bakal gemeteran, takut utk beraksi, karena salah sedikit saja kalau TANPA IZIN mahasiswinya,  dosen cabul bisa kena pidana pelecehan seksual.",positif
239,"Peraturan Pelecehan sexual Nakarim  dibikin celah utk sex bebas.akal2an aja hasil survey 
Nanti korbannya yg rugi",negatif
240,"peraturan ini berada dalam konteks kekerasan seksual, bukan zina. Jadi beda konteks, beda juga peraturannya. Mohon disimak sebelum komentar. kata kekerasan itu sudah pas dengan istilah persetujuan. Jadi, sebenarnya peraturan ini sudah matang.",positif
241,dah dengan sangat hormat  mundur saja  .,negatif
242,Melancarkan bisnis hotel 👍🤏,negatif
243,Usul pak Mentri  klu BLH  maha siswa di waktu   ujian smester klu blm bisa blm uang dmester klu di blhkan  ttap mask ujian sesudahnya ttp bayar seluruh maha siswa seluruh Indonesia swasta maupun negeri demi situasi kopit pemulihan ekonomi org tua lg  susah cari mkn  cm usul mksh pak Mentri THN 21 dan 22 atau byr stengah seluru jgn pilih2 klu blm  ada uang klu di blhlkan ikut smseter atau ujian maha siswa mksih pak presiden,positif
244,"Dalam keadaan darurat,,, menyedihkan,,  dilakukan oleh Pendidik yang tidak terdidik.",negatif
245,"Kadrun doyan cabul gak terima, mereka gak bisa mesum lagi gara2 aturan itu.",negatif
246,"Otak mesum menyerap frasa tanpa persetujuan yaitu berarti boleh melakukan kalo disetujui...😂
Dalih seks bebas jadi tameng buat para kadrun otak mesum.
Apa yg membuat kontroversi itu hanya negatif saja otaknya? Ya iyalah....
Kalo konteks pelecehan dan kekerasan seks harusnya isi peraturan sudah benar. Kalo mau lari ke zina, Wani piro..? Itu sdh ada undang2 prostitusi jg... Jadi mau di bikin apa lagi?",negatif
247,Enak nih..klo suka sama suka bebas gak di pidana...kaya kucing kawin di mna aja...,negatif
248,"Ancur nya iman ancur ahklak norma2... 
Yg d tekan semua yg terkait nya ga becus ngajar ngedidik  .. murid nya melanggar pecat aja... Kasian disen yg bener murid yg bener 🙏🙏🙏 oknum nya yg harus d babad d musnahkan",negatif
249,Mentri juga harus musyawarah ma mui NU muhamdiah biar deal .... Jangan asal 1 aj comot 😂😂😂,negatif
250,"🤣🤣🤣efek menteri asal comot  
Gak jelas, mungkin gak ada orang pandai di indonesia",negatif
251,Permendikbudristek ini udah pantas di terapkan namun klu dengan cara pemaksaan dan kekerasan alias pemerkosaan nggak bisa di benarkan  terkecuali keduanya sama sama suka dan sama sama senang. Bisa di terapkan permennya.  Begitu pak. Terapkan saja asalkan sesuai dengan kaidah kaidah hukum dan norma norma kesopanan alias jangan di pertontonkan.,positif
252,"ini bikin RUU jangan disamain kyk bikin apps dong hehe.. kata2 bukan tanpa persetujuan, mirip waktu kita baru install apps baru di smartphone hihihi..",negatif
253,"Real bgt kekerasan seksual dikampus sdh darurat sekali..
Kenapa ada oknum yg tdk setuju dg Permendikbud ini... Dg alasan konotasi kata menghalalkan zina...
Tragis sekali negri ini",positif
254,"Ojk ga berani tutup pinjol yg legal...pdhl praktek nya bunga pinjol legal tinghi bngt...
Mungkin ojk merasa ngga pernah dirugikan oleh pinjol...jadinya ngga penting bngt mikirin pinjol..
Bahasa lampau mengatakan :
"" Emang guwe pikirin ? """,negatif
255,"Kalau tubuhmu di *bungkus* seperti permen lollipop siapa yg gak tergiur? Udah di *bungkus* juga masih kelihatan bentuknya, ya kan?

Makanya di *TUTUP* bukan di *BUNGKUS* paham sampai sini mahaciwi?",negatif
256,"Semangat itu kita hargai ttp mslhx adh norma yg tertulis terhadap frasa ""dengan persetujuan"" itulah bukti legalx sex dgn persetujuan.",negatif
257,Udah diperintahkan beliau pak Presiden Jokowi yang tanggung jawab para pendidiknya.,positif
258,kali ini mahasiswa menolak di tunggangi ulama2 kadron  otak mesum  yang selalu memahami salah permendikbud katanya melegalkan sek bebas dan LGBT @,negatif
259,Klo begitu supaya tidak terjadi hal-hal yg tidak diinginkan dipisah saja kelas khusus laki-laki dan kelas khusus perempuan macam gerbong kereta itu.,positif
260,"Ngenyel banget sih para kadrun ama permendikbud ini, tujuannya udah jelas untuk melindungi korban dari kekerasan seksual di lingkungan perguruan tinggi. Di dalam Permendikbud itu tidak mengarah ke Zina.
Hadehh hadeh… bikin negara yang saya sayangi ini jadi ribet.
Kalau ngomongin peraturan Zina, sono usul ke DPR, untuk dibuat peraturannya. Jangan disangkut pautkan ama ruang lingkup konteks Permendikbud 30 Tahun 2021 ini.",positif
261,"Mengapa tokoh wanitanya diam terus ,ada apa?",negatif
262,"Makanya hrs nya kl terjadi kekerasan Sex pd wanita apapun alasan nya kl terbukti disetubuhin perempuan harus laki laki yg di hukum berat. Walaupun perempuan yg ngasi barang nya kl laki laki menjaga Jakar nya pasti tdk akan terjadi. Apalagi kl Guru, polisi melakukan kekerasan sex harus di pecat dan hukum seumur hidup.",positif
263,Dajal,negatif
264,Munkin makarim sukak sex,negatif
265,"Banyak bacot nadiem, jelas salah ngeyel lo",negatif
266,"Tujuannya baik, tapi bagaimana mas mentri menjawab frasa dalam permendikbud tentang ""tanpa persetujuan"" , artinya kalau dilakukan dengan persetujuan maka dibolehkan?",positif
267,"Judulnya bagus, isinya melegalkan kekerasan, tolong dibaca isinya dengan teliti pak mentri",negatif
268,"Pendapat saya,   zina atas sadar suka sama suka tanpa Ada tekanan & Kekerasan maka perzinahan tidak akan terjadi. Perbutan ini membutuhkan tekanan & kekerasan",positif
