teks	label
pandemi covid    kemarin ketika saya melihat data lagi bahwa pariwisata mulai bangkit di angka  persen  nah saya mendorong lagi angkasa pura menjadi bandara sebagai etalase kebudayaan   pungkas erick  pada saat ini erick thohir terus mendorong bandara bandara	1
twitter please do your magic hai tweeps  setelah  tahun kita siaga melawan pandemi  akhirnya perlahan pariwisata dibuka	1
yang terpuruk imbas pandemi covid    kemarin ketika saya melihat data lagi bahwa pariwisata mulai bangkit di angka  persen  nah saya mendorong lagi angkasa pura menjadi bandara sebagai etalase kebudayaan   pungkas erick	1
yang terpuruk imbas pandemi covid    kemarin ketika saya melihat data lagi bahwa pariwisata mulai bangkit di angka  persen  nah saya mendorong lagi angkasa pura menjadi bandara sebagai etalase kebudayaan   pungkas erick  etsolusibudayaindonesia	1
dubes ri untuk singapura puji kerja keras plt bupati bintan geliatkan pariwisata usai pandemi	2
parade budaya nusantara di bandara soekarno hatta sebagai upaya mendukung pemulihan sektor pariwisata yang tertekan akibat	0
acara yang didukung oleh bintan resocakrawala  brc  dan dolanesia ini bertujuan untuk mendukung upaya promosi pembukaan kembali sektor pariwisata indonesia setelah pandemi	2
semoga dengan membaiknya pandemi dan bertambahnya fasilitas dan atraksi di the nusa dua  akan semakin meningkatkan minat wisatawan untuk berkunjung sehingga kondisi pariwisata di the nusa dua dan bali dapat segera pulih	2
untuk menggiatkan kembali seni budaya dan pariwisata budaya paska pandemi menteri bumn erick thohir menjadikan bandara sebagai etalase kebudayaan  bangkitbersamaet	1
kakanwil a yuspahruddin kemenkumham jateng  kantor imigrasi wonosobo sosialisasikan kemudahan keimigrasian untuk mendukung pariwisata saat pandemi	2
pemecahan rekor muri tersebut selain memeriahkan hut bhayangkara ke  juga merupakan bentuk kepedulian terhadap masyarakat  menumbuhkan sektor pariwisata  mengangkat umkm dan membantu pemulihan ekonomi rakyat akibat pandemi  sepedaberegupecahkanrekor semarak hari bhayangkara	2
perjuangan gubernur olly dondokambey bangkitkan pariwisata pasca pandemi	0
kantor imigrasi wonosobo sosialisasikan kemudahan keimigrasian untuk mendukung pariwisata saat pandemi	2
kakanwil kemenkumham jateng a yuspahruddin kanim wonosobo sosialisasikan kemudahan keimigrasian untuk dukung pariwisata kemenkumhamjateng ayuspahruddin berita kumhampasti bhpsemarang kumham kamipasti	2
karanganyar   kamis  agustus  serda antonius beserta  orang anggota koramil  tawangmangu melaksanakan patroli ppkm level  di pasar wisata tawangmangu  menghimbau agar selalu menerapkan protokol kesehatan dalam beraktifitas  guna mencegah penularan virus covid	1
asuransi perjalanan covid singapura  syarat masuk singapura   dan rekomendasi tempat wisata terbaik	1
karanganyar   bertempat di agro wisata sondokoro sertu darmanto anggota koramil  tasikmadu jajanan kodim  karanganyar bersama anggota polsek tasikmadu melaksanakan patroli pendisiplinan protokol pencegahan penularan virus covid   kepada pengunjung dan pedagang	1
disbudpar bandung sebut meski kasus covid  naik tapi tempat wisata belum dibatasi	1
setelah badai pandemi covid   sektor pariwisata indonesia kembali bagus dalam indeks peringkat yg disusun world economi	1
setelah badai pandemi covid   sektor pariwisata indonesia kembali bagus dalam indeks peringkat yg disusun world economic forum  wef   topp abiss   dendi ramadhona kabupaten pesawaran	1
pasca terpuruk akibat pandemi covid   kini sektor pariwisata di provinsi bali secara umum kembali menggeliat seiring makin terkendalinya pandemi covid   destinasiwisata jembrana pelakuwisata updatebali	1
bisa aje  kalo emang rezim boneka   kalo kaya gini mah jatoh nya covid  di pembaharui  soal nya jika convid in mulai redup  wisata manca negara akan mengunjungi  komodo  tirex  air liur nya bakteri paling ganas   paham kan  makanya pulau ini jadi inciran para rezim  xf xf x x xf xf xa xa xf xf x x xf xf xa xa	1
setelah badai pandemi covid   sektor pariwisata indonesia kembali menduduki peringkat yg relatif bagus dalam indeks peme	1
mengembangkan potensi wisata yang ada di kabupaten pesawaran    paway festival diselenggarakan pada tanggal   desember   sehubungan dengan pandemi covid  maka sudah pasti  tahun terhenti mengingat peraturan pemerintah yang berlaku  bagaimana dengan tahun ini  yang	1
gubernur lampung arinal djunaidi menyatakan bhw stlh badai pandemi covid   sektor pariwisata indonesia kembali menduduki	1
setelah badai pandemi covid   sektor pariwisata indonesia kembali menduduki peringkat yg relatif bagus dalam indeks pemeringkatan yg disusun world economic forum  wef   topp abiss   dendi ramadhona kabupaten pesawaran	1
keterisian ranjang covid  naik  pengelola tempat wisata diminta perketat protokol kesehatan	2
keterisian ranjang covid  naik  pengelola tempat wisata diminta perketat protokol kesehatan tempotravel	2
kepala dispar diy singgih raharjo  eko suwanto ketua komisi a dprd diy  dan kombes pol yulianto kabid humas polda diy m	0
pada senin      acara bincang bincang kali ini mengangkat tema  xe x xpenanganan covid  di tempat wisata xe x x  jogjabisa jogjaistimewa visitingjogja dispardiy poldadiy dprddiy	2
kepala dispar diy singgih raharjo  eko suwanto ketua komisi a dprd diy  dan kombes pol yulianto kabid humas polda diy menjadi narasumber di kanal youtube ngobrolparlemen pada senin      acara bincang bincang kali ini mengangkat tema  xe x xpenanganan covid  di tempat wisata xe x x	2
akan lebih berbahaya jika pengunjung belum divaksin masuk ke objek wisata	1
gubernur jatim menyatakan  masyarakat yang ingin mengunjungi wilayah perkantoran  tempat wisata  mal  kawasan perdagangan  restoran  maupun area publik lainnya disyaratkan sudah mendapatkan vaksin booster	1
deeptalk nder  bahas sesuatuuu  aku pernah bahas masalah vaksin ampe ke mekanismenya sampe ke imunologinya anjir hahahaha tp itu wisata masa lalu ygy  udh kelar  xe x xba xef xb xf xf xf x xf xf xf xf xbb	2
pemberian vaksin dari bin dilakukan di sejumlah tempat wisata  puskesmas dan sekolah yang ada di kabupaten kerinci	1
kemaren saya vaksin   di tempat wisata   enak tiket masuk gratis  sekalian healing  xf xf xa xa makanya nyari yg di lokasi wisata lagi   tp kog ga ada info nya   udah ngubek gugel ga nemu  xf xf xa xad	1
syarat wajib vaksinasi booster covid  bagi wisatawan dieng berlaku mulai pelaksanaan dieng culture festival  dcf    pada pada   september	1
wisata dieng belum wajibkan vaksin booster bagi pengunjung	0
optimalkan  destinasi wisata unggulan di indonesia pesonaindonesia wisataindonesia indonesia welcome to svt  xe xb x xe xb x	2
optimalkan  destinasi wisata unggulan di indonesia pesonaindonesia wisataindonesia welcome to svt cibubur dybala joko	2
optimalkan  destinasi wisata unggulan di indonesia pesonaindonesia wisataindonesia welcome to svt cibubur dybala jokowi prabowo akrab pemimpin pemersatu bangsa vaksin jaga kesehatan kominfo	2
ikn jadi magnet wisata  dampak positif disektor ekonomi   vaksin jaga kesehatan	2
ikn nusantara bakal jadi magnet wisata vaksin jaga kesehatan	2
ikn jadi magnet wisata vaksin jaga kesehatan	2
perkembangan wisata vaksin jaga kesehatan	2
wisata wan senang vaksin jaga kesehatan	2
inovasi wisata vaksin jaga kesehatan	2
potensi wisata vaksin jaga kesehatan	2
ikn nusantara jadi magnet wisata vaksin jaga kesehatan	2
ikn nusantara jadi magnet wisata  vaksin jaga kesehatan	2
ikn jadi magnet wisata  vaksin jaga kesehatan	2
ikn nusantara jadi magnet wisata  vaksin jaga kesehatan	2
kapan ya bisa wisata kesana vaksin jaga kesehatan	2
ikn nusantaraa jadi magnet wisata vaksin jaga kesehatan	2
ikn magnet wisata  vaksin jaga kesehatan	2
ikn nusantara jadi magnet wisata untuk gerakkan ekonomi  vaksin jaga kesehatan	2
plt kepala dinas pariwisata kaltim menyampaikan ikn dapat menjadi magnet wisata vaksin jaga kesehatan	2
ikn jadi magnet wisata   vaksin jaga kesehatan	2
ikn nusantara jadi magnet wisata   vaksin jaga kesehatan	2
klo pengusaha tempat wisata di bandung sih udah pada menyuarakan keberatan mereka tuh	1
ikn jadi magnet wisata  mari kita semua dukung ikn untuk kemajuan  vaksin jaga kesehatan	2
ikn nusantara jadi magnet wisata    vaksin jaga kesehatan	2
ekonomi  sosial  serta budaya di kabupaten klaten pasca pandemi  hamenang wajar ismoyo   kedepannya pangadam iv akan membantu mem branding produk unggulan  kami sampaikan terkait potensi potensi yang ada di kabupaten klaten baik terkait wisata alam  wisata religi  serta program	2
pedagang di wisata tanaman hias gresik menjerit karena sepi pembeli  padahal  mereka sempat panen cuan saat banyak orang work from home  wfh  gegara pandemi  via	1
fungsi bumn sbg agent of development  memiliki peranan penting di dalam program pemulihan ekonomi nasional termasuk dlm membangkitkan sektor pariwisata pasca pandemi dgn merevitalisasi objek xc xb wisata baru dgn menggunakan aset xc xb bumn bangkitbersamaet	2
revitalisasi wisata diberbagai daerah guna menjadikan potensi ekonomi baru  bumn harus memberikan kontribusi lebih besar agar ekonomi dalam sektor pariwisata kembali bisa dimaksimalkan dimasa kita pemulihan pasca pandemi c  bangkitbersamaet	2
dijelaskan oleh mas mentrih  bumn siap memberikan kontribusi dlm menghidupkan kembali sektor pariwisata yg terpukul pandemi  peranan bumn sangatlah penting  aset asetnya bisa dimaksimalkan utk merevitalisasi objek objek wisata di berbagai daerah  bangkitbersamaet	2
pantai kondang merak di desa sumberbening  kecamatan bantur  kabupaten malang  mulai memperlihatkan geliatnya setelah meredan	1
baru baru ini pemerintah provinsi gorontalo menetapkan delapan destinasi wisata prioritas yang berbasis kekhasan daerah dan pemberdayaan masyarakat  upaya itu diharapkan memulihkan sektor pariwisata yang terpukul pandemi covid  dua tahun terakhir	1
setelah vakum cukup lama dikarenakan pandemi  sekarang museum kata andrea hirata hadir dengan tampilan baru belitung wisatabelitung paketwisatabelitung paketliburanbelitung pakettourbelitung paketoutingbelitung paketdivingbelitung opentripbelitung	1
pantai kondang merak di desa sumberbening  kecamatan bantur  kabupaten malang  mulai memperlihatkan geliatnya setelah meredanya pandemi covid   jatimnow wisata pariwisata malang pantaikondangmerak	1
mas hendi geber agenda wisata untuk mantapkan ekonomi semarang wali kota semarang  hendrar prihadi  yang akrab disapa mas hendi mengatakan  ramainya kegiatan di kota semarang memang sengaja digeber  sebagai bagian dari upaya pemantapan pemulihan ekonomi pasca pandemi covid	2
usai pandemi kamu mau ke mana  kalau aku sih  ke sini  minggucerita	2
hendi geber agenda wisata kota semarang untuk bangkitkan ekonomi pasca pandemi	1
tiket guide diharapkan dapat memudahkan persiapan masyarakat yang ingin berwisata dengan berbagai informasi bermanfaat seperti syarat penerbangan  tips liburan  dan lain lain  validnews	2
destinasi wisata gedung sate saat pandemi covid	1
towil mengisahkan peliknya pandemi covid  terhadap usaha wisata di desanya  masyarakat saling melengkapi dengan hasil bumi	2
towil mengisahkan peliknya pandemi covid  terhadap usaha wisata di desanya  masyarakat saling melengkapi dengan hasil bumi dan kolaborasi  dengarkan kisah selengkapnya di podcast beginu  siniarcerdastanpabatas mediobykgmedia beginupodcast	2
pandemi covid  mereda  wisata pesarean gunung kawi mulai menggeliat	1
dipertimbangkan   sejak pandemi dan perang yg bikin urusan visa makin ribet  plus makin tua  entah kenapa sudah sirna hasrat eurotrip  udh puas wisata lokal aja wkwkwk	1
setelah terdampak pandemi covid  dua tahun terakhir  pariwisata di provinsi gorontalo mulai pulih  pemprov gorontalo pu	1
setelah terdampak pandemi covid  dua tahun terakhir  pariwisata di provinsi gorontalo mulai pulih  pemprov gorontalo pun menetapkan delapan lokasi wisata prioritas nusantara adadikompas	1
setelah terdampak pandemi covid  dua tahun terakhir  pariwisata di provinsi gorontalo mulai pulih  pemprov gorontalo pun menetapkan delapan lokasi wisata prioritas  nusantara adadikompas	1
wisata kuliner via ojek online saat pandemi corona  tetaplah perhatikan  hal ini jalanbareng	1
promosi dengan cara hunting foto di berbagai spot menarik kawasan wisata menjadi salah satu cara pelaku usaha wisata di sulut untuk bangkit usai pandemi covid   publisherstory	2
hampir semua negara yang jadi host piala dunia asia tentunya pengen branding baik negaranya ke luar karena sepakbola salah satu tontonan paling diminati di seluruh dunia  asia terbanyak   solusi bagus untuk rebranding wisata kita setelah pandemi   var dan goal line technology	1
air mancur sri baduga kembali dibuka setelah ditutup efek pandemi covid	1
pandemi covid  melalui penanaman empat pilar bangsa yang diselenggarakan oleh himpunan mahasiswa departemen sosiologi universitas negeri malang pada  juli   mengusung judul poster ratapan  rekontruksi wisata pasca pandemi   faula berhasil mencuri perhatian juri	1
pandemi melandai geliat ekonomi mulai bangkit tempat wisata jg mulai bdenyut  spt setu babakan alhamdullilah dg wifi saya bs bperan mempromokan wisata kampung betawi ini internetnyaindonesia aktivitastanpabatas indihomeblogcompetition	1
tahun terkendala pandemi  nadran desa citemu kembali diselenggarakan lewat	0
sadar sektor wisata terdampak banyak akibat pandemi  bank bjb gelar kegiatan fellowship ride bandung jogjakarta bersama komunitas ride o	2
karanganyar   rabu  juli  serma kusnanto beserta  orang anggota koramil  tawangmangu melaksanakan patroli ppkm level  di terminal dan pasar wisata tawangmangu menghimbau agar selalu menerapkan protokol kesehatan dalam beraktifitas guna mencegah penularan virus covid	1
masuk ke tempat wisata dan perkantoran di kota batu kini wajib sudah vaksin covid  booster  aturan se wali kota sudah kelua	2
masuk ke tempat wisata dan perkantoran di kota batu kini wajib sudah vaksin covid  booster  aturan se wali kota sudah keluar  via	2
keramaian kuliner wisata     orang anggota koramil  ngemplak dpp plt ryand bersama tim gugus covid kecamatan melaksanakan patroli yustisi prokes di keramaian pujasera kulwaduk cengklik park untuk menjaga kasus covid tetap nihil di wilayah ngemplak	1
pengetatan untuk pelancong internasional akan diperkuat sehubungan dengan naiknya kasus covid  di korea  mulai  juli  semua pelancong internasional harus melakukan tes pcr dalam waktu  hari setelah kedatangan info selengkapnya salikatravel korea	1
wabah covid  terkendali  wisatawan kunjungi wisata lereng gunung merapi	2
sat polairud polres jepara giat     melaksanakan patroli dialogis dan sambang di obyek wisata pantai kartini  menghimba	2
perkara visanya dikadalin itu lain hal mas  jgn mlebar kemana  konteksnya adalah kbijakan ini  ttg planggaran beda ranah  apalagi ini dr kemenparekraf yg jelas tujuannya ningkatin wisata skaligus ekonomi biar bisa naik lg stelah covid  senengnya kok mlintir nyampuradukin siih  xf xf xa xa	1
sat polairud polres jepara giat     melaksanakan patroli dialogis dan sambang di obyek wisata pantai kartini  menghimbau kepada petugas jaga wisata untuk selalu prokes karena covid  belum berakhir    melaksanakan patroli dialogis di dermaga	1
sebelumnya bupati bantul sempat membuka gelaran bantul kreatif expo di pasar seni dan wisata gabusan  publisherstory	2
asuransi covid perjalanan afrika selatan  syarat masuk afrika selatan  dan rekomendasi tempat wisata terbaik	1
laporan kegiatan pencegahan penyebaran covid   pada hari jum at  juli  pukul   wib bersama tni al melaksanakan pengawasan penerapan protokol kesehatan di pintu masuk kawasan pelabuhan perikanan tamperan dan obyek wisata pantai pancer door	2
jumat      pelayanaan kegiatan tedun banjar polres karangasem di obyek wisata candidasa  bagi semeton yg akan memperpanjang sim dan pembayaran pajak tahunan kendaraan bermotor  bisa langsung mengunjungi kegiatan tersebut  dan ingat tetap terapkan prokes covid	2
jumat      pelayanaan kegiatan tedun banjar polres karangasem di obyek wisata candidasa  bagi semeton yg akan memperpanjang sim  bisa langsung mengunjungi kegiatan tersebut  dan ingat tetap terapkan prokes covid   satlantas polreskarangasem	2
kemarin niatnya healing malah pening  udah nyasar xc xb mulu  capek di motor  tempat wisata ke  udah berubah  xc xb karna covid  jadinya pas ke tempat ke  udah gk menikmati wisatanya keburu lelah duluan  badan pegel bgt  xf xf x xad xf xf x xad xf xf x xad   agak menyesal karna gk tau tempatnya udah beda jauh bgt	1
desa wisata dukung pemulihan ekonomi pascapandemi covid  jokowilawanpandemi	2
uutk saat ini permintaan kenaikan limit mandiri kartu kredit saat pendemi covid  dapat diajukan oleh seluruh pemegang kartu yang tidak bekerja di sektor hotel  restoran atau kafe  horeka   rekreasi wisata travel transportasi publik   cont	1
sandiaga berharap  upaya peningkatan sadar wisata pada masyarakat desa wisata dapat mendukung masyarakat mengatasi tantangan perekonomian pascapandemi covid	2
kasus covid  meroket  pemprov dki pertimbangkan vaksinasi booster jadi syarat wisata hingga perkantoran	2
kasus covid  meroket  pemprov dki pertimbangkan vaksinasi booster jadi syarat wisata hingga perkantoran	2
sat polairud polres jepara giat     melaksanakan patroli dialogis dan sambang di obyek wisata pantai kartini  menghimbau kepada petugas jaga wisata untuk selalu prokes karena covid  belum berakhir    melaksanakan patroli dialogis di dermaga perintis jobokuto	1
asuransi perjalanan covid finlandia  syarat masuk finlandia   dan rekomendasi tempat wisata terbaik	1
kasus covid  muncul dari wisatawan di pulau weizhou  china segera tutup lokasi wisata	1
asuransi perjalanan covid meksiko  syarat masuk meksiko  dan rekomendasi tempat wisata terbaik	1
beihai merupakan salah satu resor wisata terkenal di guangxi dengan objek wisata  salah satunya pulau weizhou yang terbentuk dari letusan gunung api turistelantar	2
vicon  rakor evaluasi ppkm jawa bali dengan agenda    update perkembangan covid  dunia  subvariant ba     update	2
vicon  rakor evaluasi ppkm jawa bali dengan agenda    update perkembangan covid  dunia  subvariant ba     update perkembangan covid  dan ppkm jawa bali   persiapan penerapan kebijakan vaksinasi booster di tempat umum  mall  tempat wisata  perkantoran  dll	2
vicon  rakor evaluasi ppkm jawa bali dengan agenda    update perkembangan covid  dunia  subvariant ba     update perkembangan covid  dan ppkm jawa bali   persiapan penerapan kebijakan vaksinasi booster di tempat umum  mall  tempat wisata  perkantoran  dll	2
vicon  rakor evaluasi ppkm jawa bali dengan agenda    update perkembangan covid  dunia  subvariant ba     update perkembangan covid  dan ppkm jawa bali   persiapan penerapan kebijakan vaksinasi booster di tempat umum  mall  tempat wisata  perkantoran  dll	2
vicon  rakor evaluasi ppkm jawa bali dengan agenda    update perkembangan covid  dunia  subvariant ba     update perkembangan covid  dan ppkm jawa bali   persiapan penerapan kebijakan vaksinasi booster di tempat umum  mall  tempat wisata  perkantoran  dll	2
vicon  rakor evaluasi ppkm jawa bali dengan agenda    update perkembangan covid  dunia  subvariant ba     update perkembangan covid  dan ppkm jawa bali   persiapan penerapan kebijakan vaksinasi booster di tempat umum  mall  tempat wisata  perkantoran  dll  dan sebagai	2
satpolairud polres pati giat pengawasan dan patroli di wilayah perairan juwana dan sekitarnya dengan hasil     melaksanakan patroli di obyek wisata religi syeh datuk lodang p  seprapat  memberikan himbauan kepada masyarakat untuk selalu mematuhi protokol kesehatan covid	2
ribuan wisatawan terjebak di pulau weizhou china karena penguncian covid   setidaknya  wisatawan terjebak di pulau weizhou  sebuah tempat wisata populer di wilayah kota beihai  provinsi guangxi  china beritabaik timesindonesia ketahananinformasi	2
asuransi perjalanan covid kanada  syarat masuk kanada  dan rekomendasi tempat wisata terbaik	1
koramil  tawangmangu   sertu eko yulianto melaksanakan patroli ppkm level  dengan membagikan masker kepada pengunjung di sekitar pasar wisata tawangmangu dan menghimbau agar selalu menerapkan protokol kesehatan dalam beraktifitas guna mencegah penularan virus covid	1
capaian vaksinasi masih    kabupaten berau gelar vaksinasi covid  massal di lokasi wisata	2
saat pmerintah membantah ancaman covid awal dulu itu krn mreka menganggap dpt mengganggu pendapatan dr wisata a	2
saat pmerintah membantah ancaman covid awal dulu itu krn mreka menganggap dpt mengganggu pendapatan dr wisata asing  begitu pmerintah jualan fuckcin  hampir mustahil covid dianggap hilang  kesimpulan   semua ini hanya sekedar bisnis	2
saat pmerintah membantah ancaman covid awal dulu itu krn mreka menganggap dpt mengganggu wisata asing  begitu pmerintah bisnis fuckcin  hampir mustahil covid di anggap hilang  kesimpulan   semua ini hanya sekedar bisnis	2
pameran perjalanan kompas travel fair  akan kembali digelar   september   pandemi menggeser minat sebagian masyarakat dari wisata massal ke privat  wisata alam atau ruang terbuka pun kian populer ekonomi adadikompas	2
nitip ichiran kotak halal sama info wisata pasca pandemi mec	1
retribusi lingkungan dinaikkan  tapi ongkos wisata minimum dihapus  usia lebih dari dua tahun menutup perbatasannya akib	1
ternyata setelah pandemi covid   masyarakat dari generasi muda cenderung mencari tempat berlibur yang dekat dari rumah sehingga hal itu juga ikut menyebabkan destinasi wisata indonesia menjadi pilihan favorit saat ini  milenialnews beritamilenial	1
pasca pandemi covid   pemkab lamongan optimalkan potensi desa wisata	1
perkembangan wisata seiring dengan membaiknya kondisi pandemi tentu akan memberikan kontribusi besar bagi masyarakat sekitar maupun pendapatan nasional	2
sektor yang terdampak buruk oleh pandemi covid  selama dua tahun terakhir  salah satunya adalah sektor pariwisata  hal tersebut diungkapkan gubernur arinal djunaidi saat membuka acara puncak festival wisata hutan lampung tahun	1
sedih banget  seriusan  masyarakat sekitar sangat bergantung pada ekosistem wisata di sana  setelah pandemi mulai melandai  sekarang mata pencaharian mereka disabotase pemerintah  betul kezhaliman yg nyata	1
bandar lampung      sektor yang terdampak buruk oleh pandemi covid  selama dua tahun terakhir  salah satunya adalah sektor pariwisata  hal tersebut diungkapkan gubernur arinal saat membuka acara puncak festival wisata hutan lampung tahun   di taman hutan rakyat  tahura	1
banggeettt    ngepasin pandemi  industri wisata pada tutup  akhirnya ikut pelatihan biar bisa kerja di bidang laen xf xf xa xba xf xf xa xba	1
sandiaga menjelaskan  wisata kesehatan sekarang menjadi gaya hidup baru bahkan menjadi unstoppable trend  saat pandemi ini banyak masyarakat yang ingin lebih sehat dan bugar  temansandi sandiagauno sandiuno	2
bangkit dari pandemi  pelaku wisata jembrana dilatih tata kelola destinasi xc xawisata	0
bangkit dari pandemi  pelaku wisata jembrana dilatih tata kelola destinasi wisata bangkitdaripandemi destinasiwisata dilatihtatakelola jembrana pelakuwisata	0
beragam bantuan pun diberikan bagi tempat tempat wisata untuk dapat menjalankan prokes saat pandemi agar dunia pariwisata diy kembali hidup  jogjabisa jogjaistimewa visitingjogja dispardiy poldadiy dprddiy	1
dalam acara tersebut singgih menjelaskan jika tidak ada pengenduran dalam menjalankan prokes  beragam bantuan pun diberikan bagi tempat tempat wisata untuk dapat menjalankan prokes saat pandemi agar dunia pariwisata diy kembali hidup	1
vaksinasi covid  sampai saat ini masih sangat penting bagi keamanan kesehatan masyarakat  binda sumbar sasar warga di sekitar objek wisata	2
kapolsek baron akp sutiyo melaksanakan pemantauan giat vaksinasi covid  serentak  provinsi untuk masyarakat umum oleh badan intelijen negara nganjuk di taman wisata tani dsn kuniran ds  jekek kec  baron	2
nah masalah pembangunan  beberapa indikator diy  gt  beberapa provinsi lain sepulau  lihat aja dari kondisi pedestrian  sampah  kecuali piyungan   sanitasi  kesehatan  kecuali pas covid meledak   transportasi  fasilitas publik  sampai objek wisata cukup baik	1
cdc tambahkan  tempat wisata ke daftar risiko  tinggi  untuk covid    covid covid	2
indikatornya sih konsep wisata syariah dicibir banyak org  wisata kan pembangkit ekonomi pasca pandemi  wisata dg bir  amp  bikini yg laku keras  menghidupi banyak org  it juga bikin masyarakat berkiblat budaya ke barat  amp  oriental  bukan ke islam	1
dilansir dari laman   menteri desa  pembangunan daerah tertinggal  dan transmigrasi  abdul halim iskandar mengatakan bahwa bumdesa dan desa wisata memiliki peran penting sebagai ujung tombak dalam pemulihan ekonomi nasional pasca pandemi covid	1
desa wisata masih menjadi andalan dalam mendorong kebangkitan ekonomi desa pasca pandemi covid   pada momen lebaran dan l	1
sektor desa wisata masih menjadi andalan dalam mendorong kebangkitan ekonomi desa pasca pandemi  momen lebaran dan liburan	2
desa wisata masih menjadi andalan dalam mendorong kebangkitan ekonomi desa pasca pandemi cvid   pada momen lebaran d	1
desa wisata masih menjadi andalan dalam mendorong kebangkitan ekonomi desa pasca pandemi covid   pada momen lebaran dan liburan sangat berdampak pada lonjakan tajam kunjungan wisatawan ke desa desa  gaspol pariwisata	2
pelni ikut membangkitkan geliat pariwisata pasca pandemi dgn program xc xb wisata di berbagai rute pelayaran pelni  salah satun	1
desa wisata masih menjadi andalan dalam mendorong kebangkitan ekonomi desa pasca pandemi cvid   pada momen lebaran dan liburan sangat berdampak pada lonjakan tajam kunjungan wisatawan ke desa desa	2
desa wisata masih menjadi andalan dalam mendorong kebangkitan ekonomi desa pasca pandemi covid   pada momen lebaran dan libu	1
gas pol pemulihan ekonomi desa wisata masih menjadi andalan dalam mendorong kebangkitan ekonomi desa pasca pandemi covid   pada momen lebaran dan liburan sangat berdampak pada lonjakan tajam kunjungan wisatawan ke desa desa	1
desa wisata masih menjadi andalan dalam mendorong kebangkitan ekonomi desa pasca pandemi covid   pada momen lebaran dan liburan sangat berdampak pada lonjakan tajam kunjungan wisatawan ke desa desa	2
pasca pandemi kemendes pdtt terus mendorong bergeliatnya wisata desa dengan penggalian potensi wis	1
pasca pandemi kemendes pdtt terus mendorong bergeliatnya wisata desa dengan penggalian potensi wisata desa  sebagai bentuk dukungan dalam pemulihan ekonomi pasca pandemi covid   jokowi gas pol pemulihan ekonomi	1
sektor desa wisata masih menjadi andalan dalam mendorong kebangkitan ekonomi desa pasca pandemi  momen lebaran dan liburan telah berdampak pada lonjakan tajam kunjungan wisatawan ke desa desa  kemendespdtt sdgsdesa mulaidaridesa desabisa	2
jateng aya  jogja  makin banyak opsi piknik  komo deui di bandung mah rudet keneh pertiketan ge jadi mending lalajo di luar nyuak  sakalian wisata membangkitkan ekonomi pasca pandemi  xf xf xa xc	2
menurut gus halim  bum desa dan desa wisata merupakan ujung tombak pemulihan ekonomi nasional pasca pandemi  lebih lengk	0
sebab labuan bajo tengah berada dalam pemulihan pada masa pandemi covid	2
jakarta    xe x x pandemi covid  memengaruhi banyak sektor  antara lain perdagangan  pariwisata  pendidikan  dan ekonomi	0
di bawah langkah langkah pencegahan dan pengendalian covid   chongqing di tiongkok barat daya berupaya menggabungkan ekonomi malamnya dengan budaya dan pariwisata melalui cara inovatif  yang meningkatkan vitalitas dan daya tarik konsumsi malam hari dan mendorong perkembangannya	2
strategi pariwisata indonesia ditengah pandemi covid	1
pariwisata indonesia di tengah pandemi covid	1
kasus covid  meningkat  pemerintah jepang tahan diri tak promosi pariwisata fumiokishida w	2
kasus covid  meningkat  pemerintah jepang tahan diri tak promosi pariwisata fumiokishida wisatajepang pandemi covid	1
pengamat  teknologi dan covid  pengaruhi pariwisata	2
bca ikut mendorong pemulihan ekonomi pasca pandemi covid	1
wagub cok ace jelaskan kebangkitan pariwisata bali di masa pandemi xc xacovid	1
wagub cok ace jelaskan kebangkitan pariwisata bali di masa pandemi covid	1
sandiaga salahuddin uno menteri pariwisata serta ekonomi kreatif menyatakan dukungannya terhadap kebangkitan industri musik nasional setelah pandemi covid  terkendali  dengan menyelenggarakan kembali berbagai acara musik di indonesia	2
meski covid  kembali naik  bali  pede  pariwisata pulih	1
meski covid  kembali naik  bali pede pariwisata pulih    idcorner	1
tugas manajemen pariwisata mengenai kebangkitan pariwisata pasca pandemi covid	1
mdhan bangkit lg pariwisata indonesia stlah lama terdsmpak covid	1
pelonggaran pembatasan sosial pandemi covid  membangkitkan hasrat warga bepergian  sekaligus harapan bagi pelaku usaha	2
kasus covid  semakin menurun memunculkan optimisme ekonomi akan kembali bergerak presidensi g indonesia diharapkan mampu mendorong pemulihan sektor pariwisata          kerjasamamembangunri	2
pemulihan pasca covid  dirancang untuk membantu kawasan asean membuka kembali sektor pariwisata dengan aman	2
amiin semoga pemda di kabupaten kota provinsi d indonesia bisa memfasilitasi km put terutama dinas kebudayaan maupun dinas pariwisata ya paska pandemi covid biar pemulihan ekonomi d daerah trs berjalan baik bnyk promosinya terutama kearifan lokalnya maupn budaya dn baju adatnya	2
bupati buleleng fokuskan pemulihan ekonomi berbasis kerakyatan pandemi covid  sangat berdampak terhadap capaian indikator makro daerah terutama laju pertumbuhan ekonomi  tingkat kemiskinan meningkat karena pemutusan hubungan kerja  phk  pascasektor pariwisata terpuruk	1
hi marketeers  xf xf x xc xf xf xf xbc pariwisata  salah satu industri yang paling terdampak covid   xc xasampai tiba xc xanew normal xc xaseperti saat ini  para penggiat xc xaindustri travel  amp  hospitality berlomba menerapkan strategi agar dapat meningkatkan kembali pariwisata di indonesia	1
