,Komentar,Label,TOKENIZATION,STOP_REMOVAL,STEMMER,Komentar_Final
47,sebenarnya peraturan yg sdh ada cukup asal pelaksana aturan taat aturan apalagi taat pada syariat,netral,"['sebenarnya', 'peraturan', 'yg', 'sdh', 'ada', 'cukup', 'asal', 'pelaksana', 'aturan', ""ta'at"", 'aturan', 'apalagi', ""ta'at"", 'pada', 'syariat']","['peraturan', 'pelaksana', 'aturan', ""ta'at"", 'aturan', ""ta'at"", 'syariat']","['atur', 'laksana', 'atur', 'ta at', 'atur', 'ta at', 'syariat']",atur laksana atur ta at atur ta at syariat
48,haruskah tunggu ada korban kita simak penyelesaiannya di pengadilan siapa yang benar ,netral,"['haruskah', 'tunggu', 'ada', 'korban', 'kita', 'simak', 'penyelesaiannya', 'di', 'pengadilan', 'siapa', 'yg', 'bnr']","['haruskah', 'tunggu', 'korban', 'simak', 'penyelesaiannya', 'pengadilan', 'bnr']","['harus', 'tunggu', 'korban', 'simak', 'selesai', 'adil', 'bnr']",harus tunggu korban simak selesai adil bnr
49,polemik macam ini menimbulkan kegaduhan dan keonaran,negatif,"['polemik', 'macem', 'ini', 'menimbulkan', 'kegaduhan', 'dn', 'keonaran']","['polemik', 'macem', 'menimbulkan', 'kegaduhan', 'dn', 'keonaran']","['polemik', 'macem', 'timbul', 'gaduh', 'dn', 'onar']",polemik macem timbul gaduh dn onar
50,pks ini cman bikin gaduh buat mengalihkan isu goodbener jekartah yang anggota par tainya lagi bermasalah dengan formula yang lg diusut kpk ,negatif,"['pks', 'ini', 'cman', 'bikin', 'gaduh', 'buat', 'mengalihkan', 'isu', 'goodbener', 'jekartah', 'yg', 'anggauta', 'par', 'tainya', 'gy', 'bermasalah', 'dgn', 'formula', 'yg', 'lg', 'diusut', 'kpk']","['pks', 'cman', 'gaduh', 'mengalihkan', 'isu', 'goodbener', 'jekartah', 'anggauta', 'par', 'tainya', 'bermasalah', 'formula', 'lg', 'diusut', 'kpk']","['pks', 'cman', 'gaduh', 'alih', 'isu', 'goodbener', 'jekartah', 'anggauta', 'par', 'tainya', 'masalah', 'formula', 'lg', 'usut', 'kpk']",pks cman gaduh alih isu goodbener jekartah anggauta par tainya masalah formula lg usut kpk
51,bagaimana bila sanak keluarga pks ini menjadi korban kekerasan seksual saya rasa mereka akan mendukung pelaku dan tidak menuntut pelaku ,netral,"['bagai mana', 'bila', 'sanak', 'keluarga', 'pks', 'ini', 'mnjdi', 'korban', 'kekerasan', 'seksual', 'aq', 'rasa', 'mereka', 'akan', 'mendukung', 'pelaku', 'dn', 'ndak', 'menuntut', 'pelaku']","['bagai mana', 'sanak', 'keluarga', 'pks', 'mnjdi', 'korban', 'kekerasan', 'seksual', 'aq', 'mendukung', 'pelaku', 'dn', 'ndak', 'menuntut', 'pelaku']","['bagai mana', 'sanak', 'keluarga', 'pks', 'mnjdi', 'korban', 'keras', 'seksual', 'aq', 'dukung', 'laku', 'dn', 'ndak', 'tuntut', 'laku']",bagai mana sanak keluarga pks mnjdi korban keras seksual aq dukung laku dn ndak tuntut laku
52,hahaha pks takut kalau anggotanya digaruk permen ini dgn dalih macam ,netral,"['hahaha', 'pks', 'waswas', 'klw', 'anggotanya', 'digaruk', 'permen', 'ini', 'dgn', 'dalih', 'macem']","['hahaha', 'pks', 'waswas', 'klw', 'anggotanya', 'digaruk', 'permen', 'dalih', 'macem']","['hahaha', 'pks', 'waswas', 'klw', 'anggota', 'garuk', 'permen', 'dalih', 'macem']",hahaha pks waswas klw anggota garuk permen dalih macem
53,lanjutkan pak menteri dgn permendikbudristek itu klo ada yang robah ya tunggu aja,positif,"['lanjutkan', 'pak', 'mentri', 'dgn', 'permendikbudristek', 'itu', 'klo', 'ada', 'yg', 'robah', 'ya', 'tunggu', 'aja']","['lanjutkan', 'mentri', 'permendikbudristek', 'robah', 'tunggu']","['lanjut', 'tri', 'permendikbudristek', 'robah', 'tunggu']",lanjut tri permendikbudristek robah tunggu
54,trgantung anaknya ortunya yg paling penring ortu mndidik anak ahklak yg utama tr bukti kjadian ortu ketat anak yg trjerumus banyak yg orrunya biasa  saja anak  selamat tr hindar dari pr gaulan bbas aku punya anak cewe dua alhamdulilah tamat kuliah bidanan duanya trlepas prgaulan bebas intinya nasip rezeki anak perbuatan ortu kalau saya mnyikapi jangan sekali  di kasih makan dengan jlan yg tidak halal apa lagi koropsi so oasti dampak anak jangan salahkan anak renungi sudah bagus kah kita ortu ahklak cari jlanya rezeki ,netral,"['trgantung', 'anaknya', 'ortunya', 'yg', 'paling', 'penring', 'ortu', 'mndidik', 'anak', 'ahklak', 'yg', 'utama', 'tr', 'bukti', 'kjadian', 'ortu', 'ketat', 'anak', 'yg', 'trjerumus', 'byk', 'yg', 'orrunya', 'biasa', 'saja', 'anak', 'selamat', 'tr', 'hindar', 'dari', 'pr', 'gaulan', 'bbas', 'aku', 'punya', 'anak', 'cewe', 'dua', 'alhamdulilah', 'tamat', 'kuliah', 'bidanan', 'duanya', 'trlepas', 'prgaulan', 'bebas', 'intinya', 'nasip', 'rizqi', 'anak', 'perbuatan', 'ortu', 'klw', 'aq', 'mnyikapi', 'jngan', 'sekali', 'di', 'kasih', 'makan', 'dgn', 'jlan', 'yg', 'ndak', 'halal', 'aoa', 'gy', 'koropsi', 'so', 'oasti', 'dampak', 'anak', 'jngan', 'salahkan', 'anak', 'renungi', 'sdh', 'oke', 'kah', 'kita', 'ortu', 'ahklak', 'cari', 'jlanya', 'rizqi']","['trgantung', 'anaknya', 'ortunya', 'penring', 'ortu', 'mndidik', 'anak', 'ahklak', 'utama', 'tr', 'bukti', 'kjadian', 'ortu', 'ketat', 'anak', 'trjerumus', 'byk', 'orrunya', 'anak', 'selamat', 'tr', 'hindar', 'pr', 'gaulan', 'bbas', 'anak', 'cewe', 'alhamdulilah', 'tamat', 'kuliah', 'bidanan', 'duanya', 'trlepas', 'prgaulan', 'bebas', 'intinya', 'nasip', 'rizqi', 'anak', 'perbuatan', 'ortu', 'klw', 'aq', 'mnyikapi', 'jngan', 'kasih', 'makan', 'jlan', 'ndak', 'halal', 'aoa', 'koropsi', 'so', 'oasti', 'dampak', 'anak', 'jngan', 'salahkan', 'anak', 'renungi', 'oke', 'ortu', 'ahklak', 'cari', 'jlanya', 'rizqi']","['trgantung', 'anak', 'ortunya', 'penring', 'ortu', 'mndidik', 'anak', 'ahklak', 'utama', 'tr', 'bukti', 'kjadian', 'ortu', 'ketat', 'anak', 'trjerumus', 'byk', 'orrunya', 'anak', 'selamat', 'tr', 'hindar', 'pr', 'gaul', 'bbas', 'anak', 'cewe', 'alhamdulilah', 'tamat', 'kuliah', 'bidan', 'dua', 'trlepas', 'prgaulan', 'bebas', 'inti', 'nasip', 'rizqi', 'anak', 'buat', 'ortu', 'klw', 'aq', 'mnyikapi', 'jngan', 'kasih', 'makan', 'jlan', 'ndak', 'halal', 'aoa', 'koropsi', 'so', 'oasti', 'dampak', 'anak', 'jngan', 'salah', 'anak', 'renung', 'oke', 'ortu', 'ahklak', 'cari', 'jlanya', 'rizqi']",trgantung anak ortunya penring ortu mndidik anak ahklak utama tr bukti kjadian ortu ketat anak trjerumus byk orrunya anak selamat tr hindar pr gaul bbas anak cewe alhamdulilah tamat kuliah bidan dua trlepas prgaulan bebas inti nasip rizqi anak buat ortu klw aq mnyikapi jngan kasih makan jlan ndak halal aoa koropsi so oasti dampak anak jngan salah anak renung oke ortu ahklak cari jlanya rizqi
55,menurut hukum logika tsb bener loh apabila undang undang hanya mengatur tentang senjata tajam dan tidak mengatur tentang senjata api maka kesimpulannya senjata api diperbolehkan argumentum contrario ,netral,"['menurut', 'hukum', 'logika', 'tsb', 'bener', 'loh', 'apa bila', 'undang', 'undang', 'cuma', 'mengatur', 'tentang', 'senjata', 'tajam', 'dn', 'ndak', 'mengatur', 'tentang', 'senjata', 'api', 'maka', 'kesimpulannya', 'senjata', 'api', 'diperbolehkan', 'argumentum', 'contrario']","['hukum', 'logika', 'tsb', 'bener', 'apa bila', 'undang', 'undang', 'mengatur', 'senjata', 'tajam', 'dn', 'ndak', 'mengatur', 'senjata', 'api', 'kesimpulannya', 'senjata', 'api', 'diperbolehkan', 'argumentum', 'contrario']","['hukum', 'logika', 'tsb', 'bener', 'apa bila', 'undang', 'undang', 'atur', 'senjata', 'tajam', 'dn', 'ndak', 'atur', 'senjata', 'api', 'simpul', 'senjata', 'api', 'boleh', 'argumentum', 'contrario']",hukum logika tsb bener apa bila undang undang atur senjata tajam dn ndak atur senjata api simpul senjata api boleh argumentum contrario
56, dewangga putra tidak mengatur bukan berarti mengadvokasi melegalkan bisa jadi ada hukuman yang lebih luas umum mengatur intinya terkait legalitas perzinahan konsensual di kampus sebelum sesudah terbit permendikbud masih sama tidak dilegalisasi illegalisasi,positif,"['dewangga', 'putera', 'ndak', 'mengatur', 'bukan', 'berarti', 'mengadvokasi', 'melegalkan', 'bsa', 'jadi', 'ada', 'hukuman', 'yg', 'lbh', 'luas', 'umum', 'mengatur', 'intinya', 'terkait', 'legalitas', 'perzinahan', 'konsensual', 'di', 'kampus', 'sebelum', 'sesudah', 'terbit', 'permendikbud', 'masih', 'sama', 'ndak', 'dilegalisasi', 'illegalisasi']","['dewangga', 'putera', 'ndak', 'mengatur', 'mengadvokasi', 'melegalkan', 'bsa', 'hukuman', 'lbh', 'luas', 'mengatur', 'intinya', 'terkait', 'legalitas', 'perzinahan', 'konsensual', 'kampus', 'terbit', 'permendikbud', 'ndak', 'dilegalisasi', 'illegalisasi']","['dewangga', 'putera', 'ndak', 'atur', 'advokasi', 'legal', 'bsa', 'hukum', 'lbh', 'luas', 'atur', 'inti', 'kait', 'legalitas', 'perzinahan', 'konsensual', 'kampus', 'terbit', 'permendikbud', 'ndak', 'legalisasi', 'illegalisasi']",dewangga putera ndak atur advokasi legal bsa hukum lbh luas atur inti kait legalitas perzinahan konsensual kampus terbit permendikbud ndak legalisasi illegalisasi
57, muhammad hashirama lah kata siapa tidak mengatur bukan berarti melegalkan itu kan kata ku sendiri coba sekarang buka google baca apa itu asas legalitas dalam hukum selama belum ada peraturan yang melarangnya berarti suatu perbuatan dianggap legal ,netral,"['muhammad', 'hashirama', 'lah', 'kata', 'siapa', 'ndak', 'mengatur', 'bukan', 'berarti', 'melegalkan', 'itu', 'kan', 'kata', 'ku', 'sendiri', 'coba', 'sekarang', 'buka', 'google', 'baca', 'aoa', 'itu', 'azas', 'legalitas', 'dalem', 'hukum', 'selama', 'blm', 'ada', 'peraturan', 'yg', 'melarangnya', 'berarti', 'suatu', 'perbuatan', 'dianggap', 'legal']","['muhammad', 'hashirama', 'ndak', 'mengatur', 'melegalkan', 'coba', 'buka', 'google', 'baca', 'aoa', 'azas', 'legalitas', 'dalem', 'hukum', 'blm', 'peraturan', 'melarangnya', 'perbuatan', 'dianggap', 'legal']","['muhammad', 'hashirama', 'ndak', 'atur', 'legal', 'coba', 'buka', 'google', 'baca', 'aoa', 'azas', 'legalitas', 'dalem', 'hukum', 'blm', 'atur', 'larang', 'buat', 'anggap', 'legal']",muhammad hashirama ndak atur legal coba buka google baca aoa azas legalitas dalem hukum blm atur larang buat anggap legal
58,suka sama suka atas perbuatan jinah sdh ada perundangan dan aturannya klu suka sama suka itu bukan kekerasan,negatif,"['suka', 'sama', 'suka', 'atas', 'perbuatan', 'jinah', 'sdh', 'ada', 'perundangan', 'dn', 'aturannya', 'klu', 'suka', 'sama', 'suka', 'itu', 'bukan', 'kekerasan']","['suka', 'suka', 'perbuatan', 'jinah', 'perundangan', 'dn', 'aturannya', 'klu', 'suka', 'suka', 'kekerasan']","['suka', 'suka', 'buat', 'jah', 'undang', 'dn', 'atur', 'klu', 'suka', 'suka', 'keras']",suka suka buat jah undang dn atur klu suka suka keras
59,makanya di buat permendikbud karna banyaknya pelaporan juga kasus yg semakin darurat di bikinlah perendikbud yg menjadi badan hukum tentang kekerasan seksual yg slama belum ada karna realita kejadian justru korban slalu di rugika dalam setiap kasus ketika di melapor karna tidak adanya uu perlindungan terhadap pelecehan ,positif,"['makanya', 'di', 'buat', 'permendikbud', 'karna', 'banyaknya', 'pelaporan', 'jga', 'kasus', 'yg', 'semakin', 'darurat', 'di', 'bikinlah', 'perendikbud', 'yg', 'mnjdi', 'badan', 'hukum', 'tentang', 'kekerasan', 'seksual', 'yg', 'slama', 'blm', 'ada', 'karna', 'realita', 'kejadian', 'justeru', 'korban', 'slalu', 'di', 'rugika', 'dalem', 'setiap', 'kasus', 'ketika', 'di', 'melapor', 'karna', 'ndak', 'adanya', 'uu', 'perlindungan', 'terhadap', 'pelecehan']","['permendikbud', 'karna', 'banyaknya', 'pelaporan', 'jga', 'darurat', 'bikinlah', 'perendikbud', 'mnjdi', 'badan', 'hukum', 'kekerasan', 'seksual', 'slama', 'blm', 'karna', 'realita', 'kejadian', 'justeru', 'korban', 'slalu', 'rugika', 'dalem', 'melapor', 'karna', 'ndak', 'uu', 'perlindungan', 'pelecehan']","['permendikbud', 'karna', 'banyak', 'lapor', 'jga', 'darurat', 'bikin', 'perendikbud', 'mnjdi', 'badan', 'hukum', 'keras', 'seksual', 'slama', 'blm', 'karna', 'realita', 'jadi', 'justeru', 'korban', 'slalu', 'rugika', 'dalem', 'lapor', 'karna', 'ndak', 'uu', 'lindung', 'leceh']",permendikbud karna banyak lapor jga darurat bikin perendikbud mnjdi badan hukum keras seksual slama blm karna realita jadi justeru korban slalu rugika dalem lapor karna ndak uu lindung leceh
60,klo istrimu anakmu setuju sy gauli itu kekerasan sexual tidak ,netral,"['klo', 'istrimu', 'anakmu', 'setuju', 'sy', 'gauli', 'itu', 'kekerasan', 'sexual', 'ndak']","['istrimu', 'anakmu', 'setuju', 'sy', 'gauli', 'kekerasan', 'sexual', 'ndak']","['istri', 'anak', 'tuju', 'sy', 'gaul', 'keras', 'sexual', 'ndak']",istri anak tuju sy gaul keras sexual ndak
61, ridwan basuki dalam pasal  kuhp baik korban maupun pelaku kekerasan seksual akan dipidana paling lama  tahun begitu pun bila kegiatan seksual itu didasari rasa suka sama suka namun dengan permendikbud ini korban tidak perlu terkena sanksi hukum cukup pelaku ,netral,"['ridwan', 'basuki', 'dalem', 'pasal', 'kuhp', 'bae', 'korban', 'maupun', 'pelaku', 'kekerasan', 'seksual', 'akan', 'dipidana', 'paling', 'lama', 'tahun', 'begitu', 'pun', 'bila', 'kegiatan', 'seksual', 'itu', 'didasari', 'rasa', 'suka', 'sama', 'suka', 'namun', 'dgn', 'permendikbud', 'ini', 'korban', 'ndak', 'perlu', 'terkena', 'sanksi', 'hukum', 'cukup', 'pelaku']","['ridwan', 'basuki', 'dalem', 'pasal', 'kuhp', 'bae', 'korban', 'pelaku', 'kekerasan', 'seksual', 'dipidana', 'kegiatan', 'seksual', 'didasari', 'suka', 'suka', 'permendikbud', 'korban', 'ndak', 'terkena', 'sanksi', 'hukum', 'pelaku']","['ridwan', 'basuki', 'dalem', 'pasal', 'kuhp', 'bae', 'korban', 'laku', 'keras', 'seksual', 'pidana', 'giat', 'seksual', 'dasar', 'suka', 'suka', 'permendikbud', 'korban', 'ndak', 'kena', 'sanksi', 'hukum', 'laku']",ridwan basuki dalem pasal kuhp bae korban laku keras seksual pidana giat seksual dasar suka suka permendikbud korban ndak kena sanksi hukum laku
62, breakpoint tv aku tdk butuh narasimu yg panjang lebar itu yg aku butuhkan hanya hapuskan  kata itu tanpa persetujuan korban titik permendikbud  itu sdh ok kecuali  kata itu apa susahnya menghapus  kata itu ,negatif,"['breakpoint', 'tv', 'aku', 'tdk', 'butuh', 'narasimu', 'yg', 'panjang', 'lebar', 'itu', 'yg', 'aku', 'butuhkan', 'cuma', 'hapuskan', 'kata', 'itu', 'tanpa', 'persetujuan', 'korban', 'titik', 'permendikbud', 'itu', 'sdh', 'ok', 'kecuali', 'kata', 'itu', 'aoa', 'susahnya', 'menghapus', 'kata', 'itu']","['breakpoint', 'tv', 'tdk', 'butuh', 'narasimu', 'lebar', 'butuhkan', 'hapuskan', 'persetujuan', 'korban', 'titik', 'permendikbud', 'ok', 'kecuali', 'aoa', 'susahnya', 'menghapus']","['breakpoint', 'tv', 'tdk', 'butuh', 'narasi', 'lebar', 'butuh', 'hapus', 'tuju', 'korban', 'titik', 'permendikbud', 'ok', 'kecuali', 'aoa', 'susah', 'hapus']",breakpoint tv tdk butuh narasi lebar butuh hapus tuju korban titik permendikbud ok kecuali aoa susah hapus
63, ridwan basuki artinya kamu setuju bila seks bebas dilarang tapi pemerkosaan diperbolehkan gitu kan mau nya kamu ,netral,"['ridwan', 'basuki', 'artinya', 'kamu', 'setuju', 'bila', 'sex', 'bebas', 'dilarang', 'tapi', 'pemerkosaan', 'diperbolehkan', 'gitu', 'kan', 'mau', 'nya', 'kamu']","['ridwan', 'basuki', 'setuju', 'sex', 'bebas', 'dilarang', 'pemerkosaan', 'diperbolehkan', 'gitu']","['ridwan', 'basuki', 'tuju', 'sex', 'bebas', 'larang', 'perkosa', 'boleh', 'gitu']",ridwan basuki tuju sex bebas larang perkosa boleh gitu
64, ridwan basuki kalau  kata itu dihapus perbedaan dengan pasal  kuhp itu apa ngapain buat aturan lagi kalau toh sama dengan yang sudah ada ,negatif,"['ridwan', 'basuki', 'klw', 'kata', 'itu', 'dihapus', 'perbedaan', 'dgn', 'pasal', 'kuhp', 'itu', 'aoa', 'ngapain', 'buat', 'aturan', 'gy', 'klw', 'toh', 'sama', 'dgn', 'yg', 'sdh', 'ada']","['ridwan', 'basuki', 'klw', 'dihapus', 'perbedaan', 'pasal', 'kuhp', 'aoa', 'ngapain', 'aturan', 'klw']","['ridwan', 'basuki', 'klw', 'hapus', 'beda', 'pasal', 'kuhp', 'aoa', 'ngapain', 'atur', 'klw']",ridwan basuki klw hapus beda pasal kuhp aoa ngapain atur klw
65, breakpoint tv menrisex agar anggaran bs dikeluarkan dg alasan hasil penelitian ,netral,"['breakpoint', 'tv', 'menrisex', 'agar', 'anggaran', 'bs', 'dikeluarkan', 'dg', 'alesanya', 'hasil', 'penelitian']","['breakpoint', 'tv', 'menrisex', 'anggaran', 'bs', 'dikeluarkan', 'alesanya', 'hasil', 'penelitian']","['breakpoint', 'tv', 'menrisex', 'anggar', 'bs', 'keluar', 'alesanya', 'hasil', 'teliti']",breakpoint tv menrisex anggar bs keluar alesanya hasil teliti
66, m indra kenapa menrisex yg bikin payung hukum apa dah gak percaya dg hukum yg ada bahwa pemerkosa dg hukuman sampai ada yg dikebiri tu dan mengapa makul tentang moral dan agama dikampus malah dihilangkan jk tujuan tuk menghindari pemerkosaan ,netral,"['m', 'indra', 'knp', 'menrisex', 'yg', 'bikin', 'payung', 'hukum', 'aoa', 'dah', 'gak', 'percaya', 'dg', 'hukum', 'yg', 'ada', 'bahwa', 'pemerkosa', 'dg', 'hukuman', 'sampek', 'ada', 'yg', 'dikebiri', 'tu', 'dn', 'mengapa', 'makul', 'tentang', 'moril', 'dn', 'agama', 'dikampus', 'mlh', 'dihilangkan', 'jk', 'tujuan', 'tuk', 'menghindari', 'pemerkosaan']","['m', 'indra', 'knp', 'menrisex', 'payung', 'hukum', 'aoa', 'dah', 'gak', 'percaya', 'hukum', 'pemerkosa', 'hukuman', 'sampek', 'dikebiri', 'dn', 'makul', 'moril', 'dn', 'agama', 'dikampus', 'mlh', 'dihilangkan', 'jk', 'tujuan', 'tuk', 'menghindari', 'pemerkosaan']","['m', 'indra', 'knp', 'menrisex', 'payung', 'hukum', 'aoa', 'dah', 'gak', 'percaya', 'hukum', 'perkosa', 'hukum', 'sampek', 'kebiri', 'dn', 'makul', 'moril', 'dn', 'agama', 'kampus', 'mlh', 'hilang', 'jk', 'tuju', 'tuk', 'hindar', 'perkosa']",m indra knp menrisex payung hukum aoa dah gak percaya hukum perkosa hukum sampek kebiri dn makul moril dn agama kampus mlh hilang jk tuju tuk hindar perkosa
67,bapak yg dri pks pelacur itu suka sama suka masa mau di hukum bapak harus bedakan lah antara orang yg tidak suka klo pelacuran itu jelas hukuman nya neraka sedangkan klo yg di paksa ada salah satu korban yg di rugikan sedang klo yg suka sama suka itu saling di untungkan ,netral,"['bapak', 'yg', 'dri', 'pks', 'pelacur', 'itu', 'suka', 'sama', 'suka', 'masa', 'mau', 'di', 'hukum', 'bapak', 'hrs', 'bedakan', 'lah', 'antara', 'org', 'yg', 'ndak', 'suka', 'klo', 'pelacuran', 'itu', 'jelas', 'hukuman', 'nya', 'neraka', 'sedangkan', 'klo', 'yg', 'di', 'paksa', 'ada', 'salah', 'satu', 'korban', 'yg', 'di', 'rugikan', 'sedang', 'klo', 'yg', 'suka', 'sama', 'suka', 'itu', 'saling', 'di', 'untungkan']","['dri', 'pks', 'pelacur', 'suka', 'suka', 'hukum', 'hrs', 'bedakan', 'org', 'ndak', 'suka', 'pelacuran', 'hukuman', 'neraka', 'paksa', 'salah', 'korban', 'rugikan', 'suka', 'suka', 'untungkan']","['dri', 'pks', 'lacur', 'suka', 'suka', 'hukum', 'hrs', 'beda', 'org', 'ndak', 'suka', 'lacur', 'hukum', 'neraka', 'paksa', 'salah', 'korban', 'rugi', 'suka', 'suka', 'untung']",dri pks lacur suka suka hukum hrs beda org ndak suka lacur hukum neraka paksa salah korban rugi suka suka untung
68,klo undang undang poligami mungkin pks yg setuju duluan ,positif,"['klo', 'undang', 'undang', 'poligami', 'mungkin', 'pks', 'yg', 'setuju', 'duluan']","['undang', 'undang', 'poligami', 'pks', 'setuju', 'duluan']","['undang', 'undang', 'poligami', 'pks', 'tuju', 'duluan']",undang undang poligami pks tuju duluan
69,tujuaannya untuk mencegah kekerasan seksual kok malah digoreng melegalkan perzinaan otaknya orang orang pks yang perlu dibersihkan tambah usia kok tambah tumpul ya otaknya politisi pks kalau ada dosen yang jadi penjahat kelamin sebaiknya langsung dikebiri atau dirajam saja dunia pendidikan tinggi sangat direndahkan mana suaramu bapak bapak rektor jangan berlagak dungu atau kalian memang sudah dungu karena terlalu sering menempel nempelkan anumu lagi pula ngapain pak nadim ngurusin yang begituan pikirkan saja kebijakan untuk meningkatkan mutu perguruan tinggi kita kalau urusan beginian ini kasihkan saja pada pks pemegang pintu surga,netral,"['tujuaannya', 'untk', 'mencegah', 'kekerasan', 'seksual', 'kok', 'mlh', 'digoreng', 'melegalkan', 'perzinaan', 'otaknya', 'org', 'org', 'pks', 'yg', 'perlu', 'dibersihkan', 'tambah', 'usia', 'kok', 'tambah', 'tumpul', 'ya', 'otaknya', 'politisi', 'pks', 'klw', 'ada', 'dosen', 'yg', 'jadi', 'penjahat', 'kelamin', 'sebaiknya', 'langsung', 'dikebiri', 'atau', 'dirajam', 'saja', 'dunia', 'pendidikan', 'tinggi', 'amat', 'direndahkan', 'mana', 'suaramu', 'bapak', 'bapak', 'rektor', 'jngan', 'berlagak', 'dungu', 'atau', 'kalian', 'memang', 'sdh', 'dungu', 'krn', 'terlalu', 'sering', 'menempel', 'nempelkan', 'anumu', 'gy', 'pula', 'ngapain', 'pak', 'nadim', 'ngurusin', 'yg', 'begituan', 'pikirkan', 'saja', 'kebijakan', 'untk', 'meningkatkan', 'mutu', 'perguruan', 'tinggi', 'kita', 'klw', 'urusan', 'beginian', 'ini', 'kasihkan', 'saja', 'pada', 'pks', 'pemegang', 'pintu', 'syurga']","['tujuaannya', 'untk', 'mencegah', 'kekerasan', 'seksual', 'mlh', 'digoreng', 'melegalkan', 'perzinaan', 'otaknya', 'org', 'org', 'pks', 'dibersihkan', 'usia', 'tumpul', 'otaknya', 'politisi', 'pks', 'klw', 'dosen', 'penjahat', 'kelamin', 'langsung', 'dikebiri', 'dirajam', 'dunia', 'pendidikan', 'direndahkan', 'suaramu', 'rektor', 'jngan', 'berlagak', 'dungu', 'dungu', 'menempel', 'nempelkan', 'anumu', 'ngapain', 'nadim', 'ngurusin', 'begituan', 'pikirkan', 'kebijakan', 'untk', 'meningkatkan', 'mutu', 'perguruan', 'klw', 'urusan', 'kasihkan', 'pks', 'pemegang', 'pintu', 'syurga']","['tujuaannya', 'untk', 'cegah', 'keras', 'seksual', 'mlh', 'goreng', 'legal', 'zina', 'otak', 'org', 'org', 'pks', 'bersih', 'usia', 'tumpul', 'otak', 'politis', 'pks', 'klw', 'dosen', 'jahat', 'kelamin', 'langsung', 'kebiri', 'rajam', 'dunia', 'didik', 'rendah', 'suara', 'rektor', 'jngan', 'lagak', 'dungu', 'dungu', 'tempel', 'nempelkan', 'anu', 'ngapain', 'nadim', 'ngurusin', 'begitu', 'pikir', 'bijak', 'untk', 'tingkat', 'mutu', 'guru', 'klw', 'urus', 'kasih', 'pks', 'pegang', 'pintu', 'syurga']",tujuaannya untk cegah keras seksual mlh goreng legal zina otak org org pks bersih usia tumpul otak politis pks klw dosen jahat kelamin langsung kebiri rajam dunia didik rendah suara rektor jngan lagak dungu dungu tempel nempelkan anu ngapain nadim ngurusin begitu pikir bijak untk tingkat mutu guru klw urus kasih pks pegang pintu syurga
70,tujuan permendikbud ini sebenarnya bagus namun ada poin penting khususnya pada pasal  ayat  yg menjadi kontro versi dan menimbulkan multi tapsir jika memang masih bisa direfisi sebaiknya direfisi saja,netral,"['tujuan', 'permendikbud', 'ini', 'sebenarnya', 'oke', 'namun', 'ada', 'poin', 'penting', 'khususnya', 'pada', 'pasal', 'ayat', 'yg', 'mnjdi', 'kontro', 'versi', 'dn', 'menimbulkan', 'multi', 'tapsir', 'jika', 'memang', 'masih', 'bsa', 'direfisi', 'sebaiknya', 'direfisi', 'saja']","['tujuan', 'permendikbud', 'oke', 'poin', 'pasal', 'ayat', 'mnjdi', 'kontro', 'versi', 'dn', 'menimbulkan', 'multi', 'tapsir', 'bsa', 'direfisi', 'direfisi']","['tuju', 'permendikbud', 'oke', 'poin', 'pasal', 'ayat', 'mnjdi', 'kontro', 'versi', 'dn', 'timbul', 'multi', 'tapsir', 'bsa', 'direfisi', 'direfisi']",tuju permendikbud oke poin pasal ayat mnjdi kontro versi dn timbul multi tapsir bsa direfisi direfisi
